Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Italy,ITA,Rule of Law: Estimate,RL.EST,0.4226375,0.3142381,0.3939919,0.3488251,0.2688292,0.3032814,0.2409934
Jamaica,JAM,Control of Corruption: Estimate,CC.EST,-0.2989615,-0.2315444,-0.1589583,-0.1753761,-0.1802417,-0.0727176,-0.0074757
Jamaica,JAM,Government Effectiveness: Estimate,GE.EST,0.1371154,0.2483407,0.4119149,0.4723314,0.5039046,0.4939841,0.4144205
Jamaica,JAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0244925,0.0964845,0.3076839,0.3092474,0.432927,0.3973095,0.2707812
Jamaica,JAM,Rule of Law: Estimate,RL.EST,-0.2821372,-0.2274036,-0.203386,-0.161473,-0.2317268,-0.3124554,-0.2373807
Japan,JPN,Control of Corruption: Estimate,CC.EST,1.694852,1.5697,1.524966,1.525538,1.425326,1.4672,1.49587
Japan,JPN,Government Effectiveness: Estimate,GE.EST,1.812477,1.784168,1.821532,1.619905,1.674601,1.586322,1.596166
Japan,JPN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9685974,1.065128,0.9829442,1.112167,1.049072,1.031847,1.038876
Japan,JPN,Rule of Law: Estimate,RL.EST,1.601478,1.518585,1.421093,1.57062,1.53421,1.538249,1.525137
"Jersey, Channel Islands",JEY,Control of Corruption: Estimate,CC.EST,1.208083,1.190973,1.140734,1.169131,1.102882,1.044043,1.034216
"Jersey, Channel Islands",JEY,Government Effectiveness: Estimate,GE.EST,1.353286,1.299279,1.268496,1.265191,1.25849,1.237183,1.221135
"Jersey, Channel Islands",JEY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.464952,1.52962,1.318669,1.273878,1.264784,1.280697,1.336372
"Jersey, Channel Islands",JEY,Rule of Law: Estimate,RL.EST,1.738225,1.701141,1.723742,1.726132,1.738521,1.746319,1.741479
Jordan,JOR,Control of Corruption: Estimate,CC.EST,0.135783,0.2602587,0.2653728,0.2495352,0.1505628,0.1082933,0.0704442
Jordan,JOR,Government Effectiveness: Estimate,GE.EST,0.1165035,0.1222115,0.1335435,0.0935696,0.114904,0.098672,0.1147702
Jordan,JOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5400255,-0.6057786,-0.4923984,-0.4516253,-0.3888326,-0.2619681,-0.3221407
Jordan,JOR,Rule of Law: Estimate,RL.EST,0.4641309,0.4393261,0.3042523,0.2985938,0.2318894,0.1442419,0.2124759
Kazakhstan,KAZ,Control of Corruption: Estimate,CC.EST,-0.8304356,-0.8527389,-0.8165768,-0.820714,-0.4953896,-0.30519,-0.3914681
Kazakhstan,KAZ,Government Effectiveness: Estimate,GE.EST,-0.0430555,-0.0735818,-0.0672612,0.0036757,0.0217261,0.1240962,0.1555083
Kazakhstan,KAZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0360182,-0.0350003,0.0084575,0.0288013,-0.0452636,-0.1684883,-0.2600716
Kazakhstan,KAZ,Rule of Law: Estimate,RL.EST,-0.5981513,-0.4394074,-0.4352354,-0.4140919,-0.4295568,-0.4321694,-0.3961428
Kenya,KEN,Control of Corruption: Estimate,CC.EST,-0.9333043,-1.013617,-0.8926454,-0.9550214,-0.8510734,-0.7865493,-0.8553775
Kenya,KEN,Government Effectiveness: Estimate,GE.EST,-0.333769,-0.3015067,-0.3251143,-0.3195153,-0.4115029,-0.3833902,-0.3543688
Kenya,KEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.282247,-1.244406,-1.354791,-1.131922,-1.184091,-1.101751,-1.003641
Kenya,KEN,Rule of Law: Estimate,RL.EST,-0.4169542,-0.4882332,-0.4406989,-0.4156587,-0.411006,-0.4542259,-0.5577266
Kiribati,KIR,Control of Corruption: Estimate,CC.EST,0.2519078,0.2202898,0.2496047,0.3631015,0.3398819,0.3708637,0.4503273
Kiribati,KIR,Government Effectiveness: Estimate,GE.EST,-0.5611627,-0.4900719,-0.4339803,-0.2675972,-0.2469959,-0.2388186,-0.1362213
Kiribati,KIR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8018658,0.8435606,0.8732361,0.8814256,1.023675,1.128833,1.081049
Kiribati,KIR,Rule of Law: Estimate,RL.EST,-0.1244644,-0.155342,0.2362976,0.4754284,0.4763226,0.7393795,0.8797514
"Korea, Dem. People's Rep.",PRK,Control of Corruption: Estimate,CC.EST,-1.297495,-1.248146,-1.439704,-1.480158,-1.564428,-1.58845,-1.680005
"Korea, Dem. People's Rep.",PRK,Government Effectiveness: Estimate,GE.EST,-1.641463,-1.63281,-1.626809,-1.671529,-1.575888,-1.396965,-1.463741
"Korea, Dem. People's Rep.",PRK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.134743,-1.153405,-0.6807607,-0.5021606,-0.347793,-0.3175711,-0.3980415
"Korea, Dem. People's Rep.",PRK,Rule of Law: Estimate,RL.EST,-1.624758,-1.645161,-1.669889,-1.716182,-1.634471,-1.651893,-1.603
"Korea, Rep.",KOR,Control of Corruption: Estimate,CC.EST,0.5477043,0.3738367,0.4569813,0.4832031,0.6063476,0.7374385,0.7280666
"Korea, Rep.",KOR,Government Effectiveness: Estimate,GE.EST,1.164612,1.012077,1.063653,1.075108,1.181159,1.376088,1.415869
"Korea, Rep.",KOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1085688,0.1610141,0.163469,0.385621,0.6370728,0.5512064,0.5591969
"Korea, Rep.",KOR,Rule of Law: Estimate,RL.EST,0.9934545,0.9322705,1.160903,1.167174,1.236651,1.194278,1.183163
Kosovo,XKX,Control of Corruption: Estimate,CC.EST,-0.4881064,-0.5355656,-0.4146265,-0.5077723,-0.5128755,-0.5264361,-0.4463966
Kosovo,XKX,Government Effectiveness: Estimate,GE.EST,-0.3156414,-0.4099418,-0.4174704,-0.3990432,-0.4239178,-0.3498967,-0.3188467
Kosovo,XKX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3407745,-0.199357,-0.282407,-0.2460999,-0.673299,-0.3316903,-0.3075437
Kosovo,XKX,Rule of Law: Estimate,RL.EST,-0.4724602,-0.4647707,-0.3503119,-0.4250557,-0.3712626,-0.3928607,-0.3857102
Kuwait,KWT,Control of Corruption: Estimate,CC.EST,-0.2402572,-0.2250343,-0.2680979,-0.3297042,-0.2882378,-0.1321924,-0.064645
Kuwait,KWT,Government Effectiveness: Estimate,GE.EST,-0.1487881,-0.0334881,-0.1637339,-0.1752014,-0.0900602,0.0182124,-0.1582288
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1490065,-0.2134203,-0.0496832,-0.0458655,0.1015981,0.1926405,0.23795
Kuwait,KWT,Rule of Law: Estimate,RL.EST,0.0224011,0.0009841,0.0278456,0.103409,0.210846,0.2156609,0.3317031
Kyrgyz Republic,KGZ,Control of Corruption: Estimate,CC.EST,-1.127966,-1.149887,-1.079152,-1.056221,-0.9493044,-0.9495352,-1.110902
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.8659378,-0.9147314,-0.8957096,-0.7085057,-0.6072606,-0.6816202,-0.5401577
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8046157,-0.8824379,-0.6468619,-0.375253,-0.5388672,-0.2417716,-0.4277135
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-0.9270172,-0.9893041,-1.023083,-0.9245595,-0.9044659,-0.8861678,-0.9265748
Lao PDR,LAO,Control of Corruption: Estimate,CC.EST,-0.8490463,-0.9117131,-0.952299,-0.9369708,-0.9758381,-1.05815,-1.068325
Lao PDR,LAO,Government Effectiveness: Estimate,GE.EST,-0.4157525,-0.5108117,-0.3983734,-0.3854913,-0.6694068,-0.7853428,-0.7660105
Lao PDR,LAO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.498693,0.541362,0.5322913,0.3966877,0.4081254,0.5163149,0.6778482
Lao PDR,LAO,Rule of Law: Estimate,RL.EST,-0.751461,-0.7987957,-0.7960193,-0.8810804,-0.8390376,-0.9408555,-0.8496245
Latvia,LVA,Control of Corruption: Estimate,CC.EST,0.415496,0.4684148,0.4312085,0.5382369,0.3294219,0.5117261,0.7226007
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,0.9583764,1.089124,1.004884,0.9060058,1.041863,1.104713,0.8822721
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.4872684,0.4437472,0.4790692,0.4622171,0.4073735,0.4434652,0.4600297
Latvia,LVA,Rule of Law: Estimate,RL.EST,0.8723073,0.7944799,0.9590222,0.9347311,0.9570854,1.014091,0.9567372
Lebanon,LBN,Control of Corruption: Estimate,CC.EST,-1.037238,-0.8838731,-0.9650525,-1.000149,-1.098323,-1.13634,-1.145127
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-0.3759474,-0.4745394,-0.5386534,-0.5159393,-0.7181444,-0.8334518,-1.169724
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.697941,-1.702587,-1.618973,-1.627562,-1.629085,-1.672521,-1.645608
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-0.7663509,-0.8257188,-0.8306962,-0.8235857,-0.7975594,-0.8583319,-0.9043815
Lesotho,LSO,Control of Corruption: Estimate,CC.EST,0.1906282,0.0626723,-0.0224305,-0.0346408,-0.0977979,-0.048972,-0.0859292
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.5556495,-0.6727694,-0.8019623,-0.851104,-0.857762,-0.8326482,-0.9123116
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.332812,-0.3084288,-0.2364652,-0.1866985,-0.1785933,-0.4215104,-0.334338
Lesotho,LSO,Rule of Law: Estimate,RL.EST,-0.2099166,-0.1740476,-0.1684017,-0.2799313,-0.3346602,-0.3802158,-0.4566434
Liberia,LBR,Control of Corruption: Estimate,CC.EST,-0.7714449,-0.6454833,-0.7214805,-0.6652668,-0.849687,-0.8906205,-0.8733276
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.343677,-1.357274,-1.278961,-1.334823,-1.33557,-1.374943,-1.409893
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6154496,-0.8180257,-0.4374078,-0.333085,-0.2117113,-0.3314337,-0.3696544
Liberia,LBR,Rule of Law: Estimate,RL.EST,-0.8058971,-0.8566647,-0.9453741,-0.949563,-0.9896947,-0.9952623,-1.025773
Libya,LBY,Control of Corruption: Estimate,CC.EST,-1.565043,-1.617222,-1.6265,-1.590597,-1.550889,-1.602725,-1.620082
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.692159,-1.653304,-1.891865,-1.773762,-1.850327,-1.922291,-2.009433
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.353407,-2.196628,-2.28333,-2.362226,-2.444217,-2.568074,-2.47725
Libya,LBY,Rule of Law: Estimate,RL.EST,-1.508808,-1.629307,-1.817025,-1.785457,-1.785743,-1.84853,-1.969586
Liechtenstein,LIE,Control of Corruption: Estimate,CC.EST,2.081756,2.065033,2.042684,2.059929,2.007752,1.968458,1.997708
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.70515,1.688701,1.705361,1.767772,1.737858,1.696419,1.824068
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.458862,1.45784,1.477927,1.481363,1.475574,1.615636,1.698112
Liechtenstein,LIE,Rule of Law: Estimate,RL.EST,1.743652,1.685766,1.688802,1.678719,1.67814,1.679649,1.763238
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,0.5590028,0.6179315,0.7138903,0.5561545,0.4986132,0.6983815,0.8082245
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,0.9824842,1.184609,1.069675,0.9675964,1.070827,1.043069,1.05881
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7421364,0.759794,0.82828,0.7757972,0.7410422,0.7798127,0.8669418
Lithuania,LTU,Rule of Law: Estimate,RL.EST,0.9391028,1.007931,1.029407,0.9961067,0.9574602,1.023039,0.9938994
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2.073477,2.09734,2.09683,1.988933,2.087758,2.112312,2.057724
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.654395,1.723728,1.69186,1.685967,1.777066,1.733296,1.842216
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.378324,1.439398,1.419485,1.326013,1.362696,1.349191,1.233051
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.906429,1.874508,1.760503,1.742432,1.810989,1.793767,1.794463
"Macao SAR, China",MAC,Control of Corruption: Estimate,CC.EST,0.8488348,0.6120387,0.8462322,0.6444919,0.7163699,0.7046384,0.8041035
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.468381,1.449664,1.181818,1.383404,1.202872,1.169075,1.129532
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.206169,1.202256,1.417062,1.430736,1.253313,1.238523,1.154982
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.9518453,0.9235585,0.855765,0.85168,1.009867,0.9189487,0.8489459
Madagascar,MDG,Control of Corruption: Estimate,CC.EST,-0.8404021,-0.851395,-0.9071575,-1.050658,-0.9992472,-1.01278,-0.9716038
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-1.299935,-1.285814,-1.167774,-1.135797,-1.150132,-1.142615,-1.001948
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5572358,-0.4273629,-0.2900946,-0.3012818,-0.5794187,-0.3206965,-0.4554836
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-0.7402294,-0.6873299,-0.8136014,-0.8593844,-0.813552,-1.008889,-0.8828606
Malawi,MWI,Control of Corruption: Estimate,CC.EST,-0.751119,-0.7666516,-0.7565478,-0.6589844,-0.7400823,-0.7845694,-0.395084
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.6285936,-0.6664509,-0.7261133,-0.6580487,-0.7272929,-0.7496988,-0.7944295
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0810932,0.0318961,-0.1134786,-0.251164,-0.4323802,-0.2801754,-0.2371846
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.2864597,-0.3069656,-0.3754695,-0.3730442,-0.3782848,-0.3310178,-0.2671367
Malaysia,MYS,Control of Corruption: Estimate,CC.EST,0.4112889,0.2352521,0.09614,0.0590311,0.3161213,0.2520592,0.2494959
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,1.114984,0.948642,0.8654159,0.8348417,1.075026,0.9974676,1.041389
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2666191,0.2589576,0.1368246,0.1164103,0.2515688,0.1438768,0.1216756
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.5882153,0.5018221,0.4991277,0.4976971,0.6233432,0.5916137,0.6586787
Maldives,MDV,Control of Corruption: Estimate,CC.EST,-0.3765603,-0.4793919,-0.666067,-0.7923263,-0.8770269,-0.2628275,-0.3392963
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.362095,-0.3761196,-0.3215832,-0.4604082,-0.4691004,-0.1961802,-0.1140211
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6790962,0.4206715,0.4209928,0.2320411,0.0897951,0.0320022,0.4120386
Maldives,MDV,Rule of Law: Estimate,RL.EST,-0.5302707,-0.5763371,-0.4077393,-0.6224615,-0.5461846,-0.4102152,-0.3330472
Mali,MLI,Control of Corruption: Estimate,CC.EST,-0.7453758,-0.6829015,-0.6546673,-0.6438546,-0.6985629,-0.6989095,-0.7787145
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-1.099662,-0.9312568,-0.992825,-0.9337433,-1.003172,-1.056115,-1.15448
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.713989,-1.685664,-1.617233,-1.906901,-2.088723,-2.201104,-2.147444
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.6443965,-0.7352581,-0.7823546,-0.7780491,-0.797424,-0.8342971,-0.9234388
Malta,MLT,Control of Corruption: Estimate,CC.EST,0.851918,0.9007232,0.7212987,0.7422087,0.5806578,0.2399035,0.3712346
Malta,MLT,Government Effectiveness: Estimate,GE.EST,1.028201,0.8501189,0.9554117,1.006662,0.9671637,0.8581186,1.039465
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.125497,1.063939,1.080441,1.249405,1.283979,1.024583,0.9510368
Malta,MLT,Rule of Law: Estimate,RL.EST,1.193569,1.135466,0.9978037,1.147332,1.054074,0.9523847,0.9162602
Marshall Islands,MHL,Control of Corruption: Estimate,CC.EST,-0.107671,-0.1150457,-0.0510468,-0.0533027,-0.0780323,-0.0471655,-0.027704
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,-1.559072,-1.60135,-1.56623,-1.530098,-1.485737,-1.471939,-1.406187
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9895858,0.9194738,0.2077492,0.8745483,0.7296695,0.755262,0.5895172
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,-0.2221721,-0.2127134,-0.0982721,0.092149,-0.0482662,-0.0309545,0.0045259
Martinique,MTQ,Control of Corruption: Estimate,CC.EST,1.225432,1.218931,1.228804,1.245126,1.239041,1.234696,0.6787988
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,0.6966352,0.7470697,0.796841,1.113619,1.107289,1.088741,0.9790366
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9138978,0.983049,0.9996701,1.001911,0.9761723,0.7732932,0.628841
Martinique,MTQ,Rule of Law: Estimate,RL.EST,0.0187731,-0.0393401,0.8654476,0.8736399,0.876514,0.6006506,0.6886193
Mauritania,MRT,Control of Corruption: Estimate,CC.EST,-0.9275517,-0.9234288,-0.7390987,-0.7546754,-0.8045963,-0.861761,-0.805144
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.992057,-1.027109,-0.772055,-0.7247853,-0.7268553,-0.4983791,-0.7722083
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5895084,-0.6378012,-0.7469677,-0.6269363,-0.6292259,-0.5687606,-0.75134
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.8604733,-0.8661402,-0.7266173,-0.6009516,-0.6840196,-0.5825586,-0.5869273
Mauritius,MUS,Control of Corruption: Estimate,CC.EST,0.351498,0.294224,0.203452,0.2422777,0.2681797,0.2955124,0.4738657
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,1.043479,1.056674,0.9607887,0.9236993,0.873037,0.8703991,0.8660755
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6679659,0.9986154,1.013187,0.9711304,0.8687,0.8092755,0.8893682
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.9127631,0.8552022,0.7516838,0.7352318,0.7786068,0.7642585,0.9225383
Mexico,MEX,Control of Corruption: Estimate,CC.EST,-0.7616946,-0.7660108,-0.7194722,-0.8388868,-0.8548902,-0.8269345,-0.8476247
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,0.1959124,0.2092917,0.1316671,0.0510241,-0.1576219,-0.156787,-0.1550609
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8539188,-0.7986991,-0.6290694,-0.7974465,-0.648208,-0.8369034,-0.8500293
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.4229218,-0.4471673,-0.5563735,-0.5586059,-0.6365064,-0.6580054,-0.670108
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Estimate,CC.EST,0.7686412,0.6807384,0.6546528,0.7213003,0.7007195,0.7507071,0.8805574
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,-0.4979578,-0.3972601,-0.3351288,0.0467935,-0.1060019,-0.1926782,-0.0826501
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9845507,1.035154,1.057582,1.178782,1.168875,1.108845,1.075389
"Micronesia, Fed. Sts.",FSM,Rule of Law: Estimate,RL.EST,-0.2810299,-0.295624,-0.050868,-0.0229299,-0.0299164,0.0246855,0.0900509
Moldova,MDA,Control of Corruption: Estimate,CC.EST,-0.8506122,-0.9113645,-0.9515415,-0.7984232,-0.7188478,-0.6431275,-0.5742558
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.4188458,-0.654941,-0.6270108,-0.5249389,-0.4668742,-0.3837529,-0.4556413
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1589878,-0.3274402,-0.3035599,-0.3189894,-0.4044816,-0.3932399,-0.4173256
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.2479306,-0.3535252,-0.4951432,-0.4170845,-0.4115042,-0.3727618,-0.410875
Monaco,MCO,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.023348,0.9918019,1.014577,1.630338,1.608017,1.57937,0.87713
Monaco,MCO,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..
Mongolia,MNG,Control of Corruption: Estimate,CC.EST,-0.4737496,-0.4916313,-0.4870812,-0.454145,-0.4238776,-0.4290292,-0.463969
Mongolia,MNG,Government Effectiveness: Estimate,GE.EST,-0.4359458,-0.4190106,-0.0982263,-0.2675595,-0.2292289,-0.1954342,-0.3437614
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7919012,0.7163844,0.7977929,0.7889858,0.8336846,0.6343787,0.793758
Mongolia,MNG,Rule of Law: Estimate,RL.EST,-0.3448353,-0.3798697,-0.2203148,-0.306502,-0.2673786,-0.2661898,-0.263761
Montenegro,MNE,Control of Corruption: Estimate,CC.EST,-0.0591099,-0.1317247,-0.099121,-0.090844,0.0237472,0.008084,-0.0030923
Montenegro,MNE,Government Effectiveness: Estimate,GE.EST,0.2648814,0.1553422,0.131162,0.1672547,0.1326951,0.1554429,-0.0150124
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2194553,0.1407977,0.2766306,-0.0577443,0.0442785,0.0676736,-0.0026279
Montenegro,MNE,Rule of Law: Estimate,RL.EST,0.0816297,0.0516826,-0.0057706,0.0051818,0.1000398,0.0962938,0.0590738
Morocco,MAR,Control of Corruption: Estimate,CC.EST,-0.2656184,-0.2202772,-0.1296134,-0.1428196,-0.2204364,-0.2890898,-0.3515292
Morocco,MAR,Government Effectiveness: Estimate,GE.EST,-0.0749091,-0.0623169,-0.1064113,-0.1932489,-0.2106368,-0.1194802,-0.0301266
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4462656,-0.3414874,-0.3125735,-0.3739875,-0.3452106,-0.3398933,-0.326688
Morocco,MAR,Rule of Law: Estimate,RL.EST,-0.0652355,-0.0890306,-0.1584222,-0.1665348,-0.1380237,-0.1353823,-0.0884053
Mozambique,MOZ,Control of Corruption: Estimate,CC.EST,-0.6722453,-0.7489297,-0.8748634,-0.8344449,-0.7770854,-0.8072244,-0.7205738
Mozambique,MOZ,Government Effectiveness: Estimate,GE.EST,-0.7231688,-0.7465386,-0.8631648,-0.8870086,-0.875317,-0.8230483,-0.7244258
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3360027,-0.5138951,-1.094005,-0.9286562,-0.8245641,-0.749242,-1.16108
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-0.8104369,-0.8488603,-1.051538,-0.9862705,-1.041748,-1.020236,-1.022154
Myanmar,MMR,Control of Corruption: Estimate,CC.EST,-0.8821717,-0.8362782,-0.6210097,-0.565286,-0.5807476,-0.614939,-0.6537105
Myanmar,MMR,Government Effectiveness: Estimate,GE.EST,-1.279958,-1.238808,-0.9763568,-1.046625,-1.065393,-1.14944,-0.9965181
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.087581,-1.165067,-0.8046199,-1.084839,-1.268853,-1.328067,-1.513142
Myanmar,MMR,Rule of Law: Estimate,RL.EST,-1.185768,-1.236593,-0.8871843,-0.9440181,-1.033026,-1.063034,-1.17882
Namibia,NAM,Control of Corruption: Estimate,CC.EST,0.2886477,0.3195393,0.3329011,0.3146573,0.3581539,0.3551571,0.3200082
Namibia,NAM,Government Effectiveness: Estimate,GE.EST,0.1133589,0.2479032,0.1670501,0.1956041,0.0886441,0.0959153,0.0499711
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6087406,0.7331128,0.7100897,0.6283516,0.6915024,0.5296495,0.6464528
Namibia,NAM,Rule of Law: Estimate,RL.EST,0.1477538,0.1902615,0.3626263,0.2329533,0.283602,0.3104669,0.2980359
Nauru,NRU,Control of Corruption: Estimate,CC.EST,-0.4725188,-0.5247039,-0.4280255,-0.4712846,-0.5525867,-0.4486384,-0.4629044
Nauru,NRU,Government Effectiveness: Estimate,GE.EST,-0.5690626,-0.5365816,-0.6884593,-0.4331815,-0.0789918,-0.1297272,-0.0764715
Nauru,NRU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6013344,0.5437602,0.5790772,0.5188398,0.7876214,0.7728432,0.9350108
Nauru,NRU,Rule of Law: Estimate,RL.EST,-1.009193,-1.086243,-0.7754999,-0.7277977,-0.6907547,-0.7639237,-0.7466934
Nepal,NPL,Control of Corruption: Estimate,CC.EST,-0.588211,-0.5780753,-0.7997717,-0.7522711,-0.6708352,-0.6739821,-0.5777507
Nepal,NPL,Government Effectiveness: Estimate,GE.EST,-0.8520671,-1.053868,-0.8265509,-0.8836535,-0.8982426,-1.045521,-0.9444261
Nepal,NPL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7245995,-0.9983346,-0.846812,-0.6106943,-0.5617288,-0.4538026,-0.1973841
Nepal,NPL,Rule of Law: Estimate,RL.EST,-0.649678,-0.6769011,-0.795664,-0.677187,-0.4775418,-0.5353847,-0.4909703
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,1.964871,1.875101,1.903791,1.791991,1.927847,1.906103,2.033416
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.842607,1.859105,1.85656,1.854931,1.850402,1.803272,1.853356
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.045115,0.9261193,0.9122675,0.9211125,0.8542672,0.8475496,0.8503547
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.977988,1.942948,1.887037,1.801337,1.786829,1.77776,1.759825
Netherlands Antilles,ANT,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..
Netherlands Antilles,ANT,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..
Netherlands Antilles,ANT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..
Netherlands Antilles,ANT,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..
